id,Site,SurveyDate,Plane_Height,Area_2D,Area_3D,Volume,Errors,SitePart,ProcessedFile,TripDate,SiteGroup,TripGroup,Full_ID,Max_Volume,Segment,Norm_Vol
0,035l_R,5/8/1999,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,5/4/1999,short,long,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
1,035l_R,3/20/2000,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,3/17/2000,short,long,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
2,035l_R,6/6/2000,8kto25k,751.1437035,760.5094599,251.2465336,30.04574814,Eddy,035L_R_Fluc.csv,6/1/2000,short,long,035l_R_eddy8kto25k,2584.770917,2_LMC,0.10
3,035l_R,8/23/2000,8kto25k,572.5239374,578.8929557,171.6845942,22.90095749,Eddy,035L_R_Fluc.csv,8/19/2000,short,na,035l_R_eddy8kto25k,2584.770917,2_LMC,0.07
4,035l_R,9/11/2000,8kto25k,913.6783846,933.087673,624.2338908,36.54713539,Eddy,035L_R_Fluc.csv,9/9/2000,short,na,035l_R_eddy8kto25k,2584.770917,2_LMC,0.24
5,035l_R,10/7/2001,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,10/5/2001,short,long,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
6,035l_R,9/23/2002,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,9/20/2002,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
7,035l_R,4/27/2003,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,4/25/2003,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
8,035l_R,9/22/2003,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,9/20/2003,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
9,035l_R,12/31/2004,8kto25k,1770.507835,1818.415825,2299.387667,70.82031339,Eddy,035L_R_Fluc.csv,12/2/2004,short,na,035l_R_eddy8kto25k,2584.770917,2_LMC,0.89
10,035l_R,5/9/2005,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,5/7/2005,short,na,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
11,035l_R,10/11/2006,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,10/7/2006,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
12,035l_R,10/16/2007,8kto25k,946.4256797,950.5682937,394.1271702,37.85702719,Eddy,035L_R_Fluc.csv,10/13/2007,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.15
13,035l_R,2/5/2008,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,2/2/2008,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
14,035l_R,3/30/2008,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,3/28/2008,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
15,035l_R,10/13/2008,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,10/10/2008,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
16,035l_R,10/12/2009,8kto25k,880.2056131,889.2965016,377.0559239,35.20822453,Eddy,035L_R_Fluc.csv,10/10/2009,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.15
17,035l_R,10/7/2011,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,10/5/2011,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
18,035l_R,10/5/2012,8kto25k,1000.942361,1015.809833,789.2109552,40.03769443,Eddy,035L_R_Fluc.csv,10/3/2012,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.31
19,035l_R,9/23/2013,8kto25k,685.6898233,690.5990742,500.8683774,27.42759293,Eddy,035L_R_Fluc.csv,9/21/2013,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.19
20,035l_R,9/26/2014,8kto25k,746.8305737,754.0525902,471.8504151,29.87322295,Eddy,035L_R_Fluc.csv,9/23/2014,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.18
21,035l_R,9/25/2015,8kto25k,0,0,0,0,Eddy,035L_R_Fluc.csv,9/22/2015,short,short,035l_R_eddy8kto25k,2584.770917,2_LMC,0.00
0,035l_R,5/8/1999,above25k,0,0,0,0,Eddy,035L_R_High.csv,5/4/1999,short,long,035l_R_eddyabove25k,0,2_LMC,0.00
1,035l_R,3/20/2000,above25k,0,0,0,0,Eddy,035L_R_High.csv,3/17/2000,short,long,035l_R_eddyabove25k,0,2_LMC,0.00
2,035l_R,6/6/2000,above25k,0,0,0,0,Eddy,035L_R_High.csv,6/1/2000,short,long,035l_R_eddyabove25k,0,2_LMC,0.00
3,035l_R,8/23/2000,above25k,0,0,0,0,Eddy,035L_R_High.csv,8/19/2000,short,na,035l_R_eddyabove25k,0,2_LMC,0.00
4,035l_R,9/11/2000,above25k,0,0,0,0,Eddy,035L_R_High.csv,9/9/2000,short,na,035l_R_eddyabove25k,0,2_LMC,0.00
5,035l_R,10/7/2001,above25k,0,0,0,0,Eddy,035L_R_High.csv,10/5/2001,short,long,035l_R_eddyabove25k,0,2_LMC,0.00
6,035l_R,9/23/2002,above25k,0,0,0,0,Eddy,035L_R_High.csv,9/20/2002,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
7,035l_R,4/27/2003,above25k,0,0,0,0,Eddy,035L_R_High.csv,4/25/2003,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
8,035l_R,9/22/2003,above25k,0,0,0,0,Eddy,035L_R_High.csv,9/20/2003,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
9,035l_R,12/31/2004,above25k,0,0,0,0,Eddy,035L_R_High.csv,12/2/2004,short,na,035l_R_eddyabove25k,0,2_LMC,0.00
10,035l_R,5/9/2005,above25k,0,0,0,0,Eddy,035L_R_High.csv,5/7/2005,short,na,035l_R_eddyabove25k,0,2_LMC,0.00
11,035l_R,10/11/2006,above25k,0,0,0,0,Eddy,035L_R_High.csv,10/7/2006,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
12,035l_R,10/16/2007,above25k,0,0,0,0,Eddy,035L_R_High.csv,10/13/2007,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
13,035l_R,2/5/2008,above25k,0,0,0,0,Eddy,035L_R_High.csv,2/2/2008,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
14,035l_R,3/30/2008,above25k,0,0,0,0,Eddy,035L_R_High.csv,3/28/2008,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
15,035l_R,10/13/2008,above25k,0,0,0,0,Eddy,035L_R_High.csv,10/10/2008,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
16,035l_R,10/12/2009,above25k,0,0,0,0,Eddy,035L_R_High.csv,10/10/2009,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
17,035l_R,10/7/2011,above25k,0,0,0,0,Eddy,035L_R_High.csv,10/5/2011,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
18,035l_R,10/5/2012,above25k,0,0,0,0,Eddy,035L_R_High.csv,10/3/2012,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
19,035l_R,9/23/2013,above25k,0,0,0,0,Eddy,035L_R_High.csv,9/21/2013,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
20,035l_R,9/26/2014,above25k,0,0,0,0,Eddy,035L_R_High.csv,9/23/2014,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
21,035l_R,9/25/2015,above25k,0,0,0,0,Eddy,035L_R_High.csv,9/22/2015,short,short,035l_R_eddyabove25k,0,2_LMC,0.00
0,035L_R,5/8/1999,minto8k,16660.24057,17331.38085,22308.33644,2998.843303,Eddy,035L_R_Low.csv,5/4/1999,short,long,035L_R_eddyminto8k,58023.84353,2_LMC,0.38
1,035L_R,3/20/2000,minto8k,16660.24142,17331.98495,15734.96332,2998.843456,Eddy,035L_R_Low.csv,3/17/2000,short,long,035L_R_eddyminto8k,58023.84353,2_LMC,0.27
2,035L_R,6/6/2000,minto8k,15909.09772,16699.54058,28415.22255,2863.63759,Eddy,035L_R_Low.csv,6/1/2000,short,long,035L_R_eddyminto8k,58023.84353,2_LMC,0.49
3,035L_R,8/23/2000,minto8K,16087.71965,16753.79407,37099.93843,2895.789537,Eddy,035L_R_Low.csv,8/19/2000,short,na,035L_R_eddyminto8K,58023.84353,2_LMC,0.64
4,035L_R,9/11/2000,minto8K,15746.56375,16383.18717,32930.43202,1732.122013,Eddy,035L_R_Low.csv,9/9/2000,short,na,035L_R_eddyminto8K,58023.84353,2_LMC,0.57
5,035L_R,2/5/2008,minto8K,16306.46359,17028.27857,28790.11964,1793.710995,Eddy,035L_R_Low.csv,2/2/2008,short,short,035L_R_eddyminto8K,58023.84353,2_LMC,0.50
6,035L_R,3/30/2008,minto8K,16660.21137,17173.86812,34487.59194,1832.623251,Eddy,035L_R_Low.csv,3/28/2008,short,short,035L_R_eddyminto8K,58023.84353,2_LMC,0.59
0,035l_S,5/8/1999,8kto25k,1243.110099,1288.019631,495.2352725,49.72440394,Eddy,035L_S_Fluc.csv,5/4/1999,short,long,035l_S_eddy8kto25k,1652.023154,2_LMC,0.30
1,035l_S,3/20/2000,8kto25k,1231.785257,1274.935379,523.7104531,49.27141028,Eddy,035L_S_Fluc.csv,3/17/2000,short,long,035l_S_eddy8kto25k,1652.023154,2_LMC,0.32
2,035l_S,6/6/2000,8kto25k,1541.125757,1583.405562,825.633605,61.6450303,Eddy,035L_S_Fluc.csv,6/1/2000,short,long,035l_S_eddy8kto25k,1652.023154,2_LMC,0.50
3,035l_S,8/23/2000,8kto25k,1203.173475,1254.556839,634.6907522,48.12693902,Eddy,035L_S_Fluc.csv,8/19/2000,short,na,035l_S_eddy8kto25k,1652.023154,2_LMC,0.38
4,035l_S,9/11/2000,8kto25k,1323.458004,1366.335243,796.5326525,52.93832016,Eddy,035L_S_Fluc.csv,9/9/2000,short,na,035l_S_eddy8kto25k,1652.023154,2_LMC,0.48
5,035l_S,10/7/2001,8kto25k,1532.800295,1575.552807,588.0090512,61.31201181,Eddy,035L_S_Fluc.csv,10/5/2001,short,long,035l_S_eddy8kto25k,1652.023154,2_LMC,0.36
6,035l_S,9/23/2002,8kto25k,1254.807795,1295.436147,384.9017909,50.19231181,Eddy,035L_S_Fluc.csv,9/20/2002,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.23
7,035l_S,4/27/2003,8kto25k,1418.620761,1455.944134,403.6900865,56.74483044,Eddy,035L_S_Fluc.csv,4/25/2003,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.24
8,035l_S,9/22/2003,8kto25k,1178.729963,1218.299279,356.1377391,47.14919852,Eddy,035L_S_Fluc.csv,9/20/2003,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.22
9,035l_S,12/31/2004,8kto25k,1245.623404,1299.683921,1012.068923,49.82493616,Eddy,035L_S_Fluc.csv,12/2/2004,short,na,035l_S_eddy8kto25k,1652.023154,2_LMC,0.61
10,035l_S,5/9/2005,8kto25k,1585.235731,1629.174381,945.6738379,63.40942925,Eddy,035L_S_Fluc.csv,5/7/2005,short,na,035l_S_eddy8kto25k,1652.023154,2_LMC,0.57
11,035l_S,10/11/2006,8kto25k,1202.157985,1253.733405,365.4621904,48.08631939,Eddy,035L_S_Fluc.csv,10/7/2006,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.22
12,035l_S,10/16/2007,8kto25k,1435.469848,1479.933859,420.4982976,57.41879392,Eddy,035L_S_Fluc.csv,10/13/2007,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.25
13,035l_S,2/5/2008,8kto25k,1461.9173,1510.981685,552.3466734,58.47669201,Eddy,035L_S_Fluc.csv,2/2/2008,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.33
14,035l_S,3/30/2008,8kto25k,1358.200396,1420.484458,1130.981536,54.32801583,Eddy,035L_S_Fluc.csv,3/28/2008,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.68
15,035l_S,10/13/2008,8kto25k,1086.832258,1144.451421,533.4391785,43.47329034,Eddy,035L_S_Fluc.csv,10/10/2008,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.32
16,035l_S,10/12/2009,8kto25k,1218.622878,1276.322286,400.3815889,48.7449151,Eddy,035L_S_Fluc.csv,10/10/2009,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.24
17,035l_S,10/7/2011,8kto25k,1155.593988,1206.656851,517.0672663,46.22375952,Eddy,035L_S_Fluc.csv,10/5/2011,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.31
18,035l_S,10/5/2012,8kto25k,1223.178958,1268.969823,415.6150633,48.92715832,Eddy,035L_S_Fluc.csv,10/3/2012,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.25
19,035l_S,9/23/2013,8kto25k,1409.029383,1458.259388,487.7859366,56.36117531,Eddy,035L_S_Fluc.csv,9/21/2013,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.30
20,035l_S,9/26/2014,8kto25k,1358.975418,1420.354369,598.7409683,54.35901672,Eddy,035L_S_Fluc.csv,9/23/2014,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.36
21,035l_S,9/25/2015,8kto25k,1331.190099,1392.592773,578.4032479,53.24760394,Eddy,035L_S_Fluc.csv,9/22/2015,short,short,035l_S_eddy8kto25k,1652.023154,2_LMC,0.35
0,035l_S,5/8/1999,above25k,675.0281638,696.5646672,295.0739044,27.00112655,Eddy,035L_S_High.csv,5/4/1999,short,long,035l_S_eddyabove25k,474.1840828,2_LMC,0.62
1,035l_S,3/20/2000,above25k,700.9780167,716.2588798,282.6305873,28.03912067,Eddy,035L_S_High.csv,3/17/2000,short,long,035l_S_eddyabove25k,474.1840828,2_LMC,0.60
2,035l_S,6/6/2000,above25k,685.0532629,699.5753051,253.7518975,27.40213052,Eddy,035L_S_High.csv,6/1/2000,short,long,035l_S_eddyabove25k,474.1840828,2_LMC,0.54
3,035l_S,8/23/2000,above25k,680.3110436,696.8254229,249.566575,27.21244174,Eddy,035L_S_High.csv,8/19/2000,short,na,035l_S_eddyabove25k,474.1840828,2_LMC,0.53
4,035l_S,9/11/2000,above25k,695.1942206,711.173532,239.8167555,27.80776883,Eddy,035L_S_High.csv,9/9/2000,short,na,035l_S_eddyabove25k,474.1840828,2_LMC,0.51
5,035l_S,10/7/2001,above25k,690.1601503,705.6674738,218.9549935,27.60640601,Eddy,035L_S_High.csv,10/5/2001,short,long,035l_S_eddyabove25k,474.1840828,2_LMC,0.46
6,035l_S,9/23/2002,above25k,694.479757,707.9780917,214.8465739,27.77919028,Eddy,035L_S_High.csv,9/20/2002,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.45
7,035l_S,4/27/2003,above25k,654.7559688,667.1880586,191.9534995,26.19023875,Eddy,035L_S_High.csv,4/25/2003,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.40
8,035l_S,9/22/2003,above25k,702.663621,719.0927037,216.3308571,28.10654484,Eddy,035L_S_High.csv,9/20/2003,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.46
9,035l_S,12/31/2004,above25k,789.4195193,800.7307487,253.005435,31.57678077,Eddy,035L_S_High.csv,12/2/2004,short,na,035l_S_eddyabove25k,474.1840828,2_LMC,0.53
10,035l_S,5/9/2005,above25k,746.7308892,756.9542286,223.8729926,29.86923557,Eddy,035L_S_High.csv,5/7/2005,short,na,035l_S_eddyabove25k,474.1840828,2_LMC,0.47
11,035l_S,10/11/2006,above25k,775.5121173,789.360943,241.707619,31.02048469,Eddy,035L_S_High.csv,10/7/2006,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.51
12,035l_S,10/16/2007,above25k,749.6307025,765.1968702,203.7785709,29.9852281,Eddy,035L_S_High.csv,10/13/2007,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.43
13,035l_S,2/5/2008,above25k,775.1389916,794.7200169,234.7493235,31.00555966,Eddy,035L_S_High.csv,2/2/2008,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.50
14,035l_S,3/30/2008,above25k,853.1183827,864.8942493,277.3537083,34.12473531,Eddy,035L_S_High.csv,3/28/2008,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.58
15,035l_S,10/13/2008,above25k,832.1838273,845.4375398,277.6507757,33.28735309,Eddy,035L_S_High.csv,10/10/2008,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.59
16,035l_S,10/12/2009,above25k,792.2287785,805.8715431,252.4799116,31.68915114,Eddy,035L_S_High.csv,10/10/2009,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.53
17,035l_S,10/7/2011,above25k,630.4240016,653.7758654,131.8902926,25.21696006,Eddy,035L_S_High.csv,10/5/2011,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.28
18,035l_S,10/5/2012,above25k,643.06134,662.631455,114.4802963,25.7224536,Eddy,035L_S_High.csv,10/3/2012,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.24
19,035l_S,9/23/2013,above25k,704.2526892,718.7176526,138.8371693,28.17010757,Eddy,035L_S_High.csv,9/21/2013,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.29
20,035l_S,9/26/2014,above25k,819.2154758,833.6699413,193.6389532,32.76861903,Eddy,035L_S_High.csv,9/23/2014,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.41
21,035l_S,9/25/2015,above25k,808.1973695,829.7552083,214.9595664,32.32789478,Eddy,035L_S_High.csv,9/22/2015,short,short,035l_S_eddyabove25k,474.1840828,2_LMC,0.45
0,035l_S,5/8/1999,minto8K,2476.536426,2627.612796,755.1454443,445.7765567,Eddy,035L_S_Low.csv,5/4/1999,short,long,035l_S_eddyminto8K,3615.641284,2_LMC,0.21
1,035l_S,3/20/2000,minto8K,2466.115024,2626.07733,1370.821106,443.9007042,Eddy,035L_S_Low.csv,3/17/2000,short,long,035l_S_eddyminto8K,3615.641284,2_LMC,0.38
2,035l_S,6/6/2000,minto8K,2152.235355,2277.431973,2600.479612,387.4023639,Eddy,035L_S_Low.csv,6/1/2000,short,long,035l_S_eddyminto8K,3615.641284,2_LMC,0.72
3,035l_S,8/23/2000,minto8K,2481.034462,2611.91567,1769.854894,446.5862031,Eddy,035L_S_Low.csv,8/19/2000,short,na,035l_S_eddyminto8K,3615.641284,2_LMC,0.49
4,035l_S,9/11/2000,minto8K,2356.569116,2492.049563,1278.586124,259.2226028,Eddy,035L_S_Low.csv,9/9/2000,short,na,035l_S_eddyminto8K,3615.641284,2_LMC,0.35
5,035l_S,2/5/2008,minto8K,2059.19121,2206.069006,2223.841856,226.5110331,Eddy,035L_S_Low.csv,2/2/2008,short,short,035l_S_eddyminto8K,3615.641284,2_LMC,0.62
6,035l_S,3/30/2008,minto8K,2187.410218,2342.79011,1742.790841,240.615124,Eddy,035L_S_Low.csv,3/28/2008,short,short,035l_S_eddyminto8K,3615.641284,2_LMC,0.48
0,035l_R,5/8/1999,minto8K,22322.57,22880,24516.98,4018.062,Channel,Channel_Low_Elevation.csv,5/4/1999,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.38
1,035l_R,3/20/2000,minto8K,22310.7,22868.29,21549.22,4015.926,Channel,Channel_Low_Elevation.csv,3/17/2000,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.34
2,035l_R,6/6/2000,minto8K,22311.43,22959.42,13280.84,4016.057,Channel,Channel_Low_Elevation.csv,6/1/2000,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.21
3,035l_R,8/23/2000,minto8K,22301.87,22800.97,35836.17,4014.336,Channel,Channel_Low_Elevation.csv,8/19/2000,short,na,035l_R_chanminto8K,64178.18083,2_LMC,0.56
4,035l_R,9/11/2000,minto8K,22322.09,22982.23,17852.29,2455.43,Channel,Channel_Low_Elevation.csv,9/9/2000,short,na,035l_R_chanminto8K,64178.18083,2_LMC,0.28
5,035l_R,2/5/2008,minto8K,21987.07,22693.48,33798.34,2418.578,Channel,Channel_Low_Elevation.csv,2/2/2008,short,short,035l_R_chanminto8K,64178.18083,2_LMC,0.53
6,035l_R,3/30/2008,minto8K,22321.66,22785,46195.6,2455.382,Channel,Channel_Low_Elevation.csv,3/28/2008,short,short,035l_R_chanminto8K,64178.18083,2_LMC,0.72
0,035l_R,5/8/1999,minto8K,22322.57,22880,24516.98,4018.062,Channel,Eddy_Fluctuating_Zone.csv,5/4/1999,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.38
1,035l_R,3/20/2000,minto8K,22310.7,22868.29,21549.22,4015.926,Channel,Eddy_Fluctuating_Zone.csv,3/17/2000,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.34
2,035l_R,6/6/2000,minto8K,22311.43,22959.42,13280.84,4016.057,Channel,Eddy_Fluctuating_Zone.csv,6/1/2000,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.21
3,035l_R,8/23/2000,minto8K,22301.87,22800.97,35836.17,4014.336,Channel,Eddy_Fluctuating_Zone.csv,8/19/2000,short,na,035l_R_chanminto8K,64178.18083,2_LMC,0.56
4,035l_R,9/11/2000,minto8K,22322.09,22982.23,17852.29,2455.43,Channel,Eddy_Fluctuating_Zone.csv,9/9/2000,short,na,035l_R_chanminto8K,64178.18083,2_LMC,0.28
5,035l_R,2/5/2008,minto8K,21987.07,22693.48,33798.34,2418.578,Channel,Eddy_Fluctuating_Zone.csv,2/2/2008,short,short,035l_R_chanminto8K,64178.18083,2_LMC,0.53
6,035l_R,3/30/2008,minto8K,22321.66,22785,46195.6,2455.382,Channel,Eddy_Fluctuating_Zone.csv,3/28/2008,short,short,035l_R_chanminto8K,64178.18083,2_LMC,0.72
0,035l_R,5/8/1999,minto8K,22322.57,22880,24516.98,4018.062,Channel,Eddy_High_Elevation_Zone.csv,5/4/1999,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.38
1,035l_R,3/20/2000,minto8K,22310.7,22868.29,21549.22,4015.926,Channel,Eddy_High_Elevation_Zone.csv,3/17/2000,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.34
2,035l_R,6/6/2000,minto8K,22311.43,22959.42,13280.84,4016.057,Channel,Eddy_High_Elevation_Zone.csv,6/1/2000,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.21
3,035l_R,8/23/2000,minto8K,22301.87,22800.97,35836.17,4014.336,Channel,Eddy_High_Elevation_Zone.csv,8/19/2000,short,na,035l_R_chanminto8K,64178.18083,2_LMC,0.56
4,035l_R,9/11/2000,minto8K,22322.09,22982.23,17852.29,2455.43,Channel,Eddy_High_Elevation_Zone.csv,9/9/2000,short,na,035l_R_chanminto8K,64178.18083,2_LMC,0.28
5,035l_R,2/5/2008,minto8K,21987.07,22693.48,33798.34,2418.578,Channel,Eddy_High_Elevation_Zone.csv,2/2/2008,short,short,035l_R_chanminto8K,64178.18083,2_LMC,0.53
6,035l_R,3/30/2008,minto8K,22321.66,22785,46195.6,2455.382,Channel,Eddy_High_Elevation_Zone.csv,3/28/2008,short,short,035l_R_chanminto8K,64178.18083,2_LMC,0.72
0,035l_R,5/8/1999,minto8K,22322.57,22880,24516.98,4018.062,Channel,Eddy_Low_Elevation_Zone.csv,5/4/1999,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.38
1,035l_R,3/20/2000,minto8K,22310.7,22868.29,21549.22,4015.926,Channel,Eddy_Low_Elevation_Zone.csv,3/17/2000,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.34
2,035l_R,6/6/2000,minto8K,22311.43,22959.42,13280.84,4016.057,Channel,Eddy_Low_Elevation_Zone.csv,6/1/2000,short,long,035l_R_chanminto8K,64178.18083,2_LMC,0.21
3,035l_R,8/23/2000,minto8K,22301.87,22800.97,35836.17,4014.336,Channel,Eddy_Low_Elevation_Zone.csv,8/19/2000,short,na,035l_R_chanminto8K,64178.18083,2_LMC,0.56
4,035l_R,9/11/2000,minto8K,22322.09,22982.23,17852.29,2455.43,Channel,Eddy_Low_Elevation_Zone.csv,9/9/2000,short,na,035l_R_chanminto8K,64178.18083,2_LMC,0.28
5,035l_R,2/5/2008,minto8K,21987.07,22693.48,33798.34,2418.578,Channel,Eddy_Low_Elevation_Zone.csv,2/2/2008,short,short,035l_R_chanminto8K,64178.18083,2_LMC,0.53
6,035l_R,3/30/2008,minto8K,22321.66,22785,46195.6,2455.382,Channel,Eddy_Low_Elevation_Zone.csv,3/28/2008,short,short,035l_R_chanminto8K,64178.18083,2_LMC,0.72
0,041r_R,9/23/2002,8kto25k,6071.970637,6129.051385,496.4505158,242.8788255,Eddy,041R_R_Fluc.csv,9/20/2002,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.03
1,041r_R,4/28/2003,8kto25k,5909.565071,5969.39701,2057.760363,236.3826029,Eddy,041R_R_Fluc.csv,4/25/2003,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.13
2,041r_R,9/23/2003,8kto25k,5555.911955,5619.940866,1495.989731,222.2364782,Eddy,041R_R_Fluc.csv,9/20/2003,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.10
3,041r_R,1/1/2005,8kto25k,6728.189226,6785.827293,8343.296364,269.127569,Eddy,041R_R_Fluc.csv,12/2/2004,short,na,041r_R_eddy8kto25k,15277.79795,2_LMC,0.55
4,041r_R,5/10/2005,8kto25k,5531.074744,5590.146323,5712.151321,221.2429898,Eddy,041R_R_Fluc.csv,5/7/2005,short,na,041r_R_eddy8kto25k,15277.79795,2_LMC,0.37
5,041r_R,10/10/2006,8kto25k,5690.362133,5745.245365,5527.685483,227.6144853,Eddy,041R_R_Fluc.csv,10/7/2006,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.36
6,041r_R,10/16/2007,8kto25k,6045.705367,6111.403475,5837.825629,241.8282147,Eddy,041R_R_Fluc.csv,10/13/2007,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.38
7,041r_R,2/5/2008,8kto25k,7481.202214,7538.657672,6232.343578,299.2480886,Eddy,041R_R_Fluc.csv,2/2/2008,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.41
8,041r_R,3/31/2008,8kto25k,6313.472581,6383.98679,12188.58617,252.5389032,Eddy,041R_R_Fluc.csv,3/28/2008,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.80
9,041r_R,5/19/2008,8kto25k,5871.104139,5920.376498,8145.388738,234.8441656,Eddy,041R_R_Fluc.csv,5/17/2008,short,na,041r_R_eddy8kto25k,15277.79795,2_LMC,0.53
10,041r_R,10/14/2008,8kto25k,4477.214511,4555.649259,8981.153057,179.0885805,Eddy,041R_R_Fluc.csv,10/10/2008,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.59
11,041r_R,10/13/2009,8kto25k,4188.974791,4287.852326,7546.978713,167.5589916,Eddy,041R_R_Fluc.csv,10/10/2009,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.49
12,041r_R,10/8/2011,8kto25k,3303.012882,3428.896085,5873.80676,132.1205153,Eddy,041R_R_Fluc.csv,10/5/2011,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.38
13,041r_R,10/6/2012,8kto25k,5229.308562,5364.481373,6595.805321,209.1723425,Eddy,041R_R_Fluc.csv,10/3/2012,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.43
14,041r_R,9/24/2013,8kto25k,7721.528057,7840.91905,9208.494399,308.8611223,Eddy,041R_R_Fluc.csv,9/21/2013,short,short,041r_R_eddy8kto25k,15277.79795,2_LMC,0.60
